TS1	TS2	TS3	TS4	TS5
-2.848836853	-1.030525967	-0.482617464	5.505034414	1.455631809
-1.808739901	-2.221972448	-0.268418809	7.553612901	1.22651777
-0.925247219	-1.297165845	-0.368562704	8.288272697	2.073481962
-1.965521349	1.633800137	-0.626460648	7.764080325	0.58479292
-0.42973517	-0.850583432	-1.694352043	6.024331051	1.72564979
0.136755117	-1.092261582	-4.344955345	6.156144866	1.161107324
0.051181648	-0.026284846	-6.600958999	4.885305579	-0.019551804
0.214533737	0.450998911	-5.650961886	3.144789259	0.117168016
-0.562267151	0.248070179	-5.374152491	1.838545835	-0.824370464
-1.68241473	0.632317652	-4.752684105	2.922907629	1.572589849
-2.623388097	-0.537387425	-3.034800335	3.270192106	0.527813177
-1.218062244	-2.530724423	-2.967585342	4.14419243	0.691363393
-2.131108832	2.513810328	-2.069335613	3.93125116	-0.574884587
-0.964758982	0.716641031	-0.034537944	4.496723831	-0.023136559
-2.248508931	-1.506464869	-1.440524174	3.740182513	0.166723344
-1.22445132	-0.500669286	-4.669866071	2.487357947	1.58213889
-1.176900951	-0.756113686	-7.130896583	3.241095218	1.26391923
-2.725932881	0.507578779	-8.941566419	2.926573701	1.177165183
-2.545133587	-0.825762552	-9.222663244	3.049738999	2.062145833
-1.376252974	1.37096233	-9.97356212	3.132816462	1.1734981
-1.924759503	4.06910303	-10.59233318	2.62466465	2.477523634
-2.652592984	1.796372232	-9.11629298	3.083810171	2.779417353
-0.753606018	0.620453728	-6.252309462	2.79796049	2.173757
-0.22559222	1.222345728	-5.59482806	1.227537635	2.859740542
0.790976986	1.143460138	-5.280912418	0.717651315	2.674466052
0.841775652	0.268287838	-3.945837502	-1.02900066	3.256716386
-1.157970957	1.521782171	-3.708388201	0.296857779	4.349040524
-0.800209514	1.328507121	-1.85317806	-1.585430441	3.253654076
0.008810264	-1.915169594	0.298666859	-1.274143636	3.731288981
-0.707036032	0.736557784	2.05362673	-0.998507927	3.277075747
-1.464266275	2.980854593	2.257899873	-1.352509532	2.428323766
-1.332221975	1.041003819	2.920991171	-1.290133785	2.770614751
-1.71050929	-0.245495193	2.197351147	-2.916100375	2.735805427
-1.833854623	0.242917894	1.432982734	-1.937368295	1.667111645
-2.245175226	-0.399569856	2.111034524	-4.527385085	2.736472425
-1.707364668	-1.696725787	1.981192553	-4.498638364	3.071798904
-1.922044138	-1.176795674	0.479912248	-4.873020806	2.43575674
-1.392495969	-0.946011345	-1.005004461	-4.140532045	0.994566708
-0.89476982	-1.538040561	-1.74108305	-5.166744872	0.331973489
-2.751431233	-1.198022543	-1.635220996	-4.197149193	0.404811716
-3.564140434	1.623784024	-1.822628149	-4.911278983	-0.076065232
-3.440698425	0.774753482	-2.514695144	-2.919285312	0.112958447
-2.80962676	-0.761180263	-3.240954568	-0.968264712	2.785711476
-2.645803829	1.169391688	-5.422738266	-1.201996518	1.43254752
-2.805240373	0.868630847	-7.184377288	-0.905694736	1.38474394
-3.254199122	-1.424165	-7.108180311	-0.775154198	1.357147236
-1.74177787	-2.028196694	-6.675729644	0.21340046	1.991584358
-1.054314391	0.417799146	-6.902829058	-0.840680552	1.157578075
-0.584077905	0.708605572	-5.793956363	-0.66969062	2.543398599
-0.487438412	-0.349051849	-4.84319323	-0.357587674	1.109444191
-0.511038534	1.144924683	-6.097609879	0.152164647	0.942047637
0.903353334	-0.449813504	-6.031272926	-0.293183755	0.668284593
0.572955399	-2.723955948	-6.28056565	-0.561756365	0.420490419
0.679052658	-1.124727517	-6.288780015	-0.026110081	-0.011533564
0.743431683	1.26638235	-4.269922101	-0.112010573	1.276730714
0.695038234	0.891092436	-3.364860792	0.11471076	1.852700265
1.837228201	-0.742501837	-4.802619881	0.714435502	0.787984149
1.899272669	-1.052923133	-4.352902737	0.958590154	0.621224446
1.913796002	0.730892869	-2.805479841	3.53027237	0.492407193
1.27941032	2.690180899	-2.34061619	3.411918661	-0.500252982
1.581473726	1.400659759	-2.67963109	3.854397404	-1.833894538
1.148323256	0.091127006	-1.318211703	5.015908945	-0.42293797
0.523587759	-0.378113751	-1.600060781	5.853533963	-0.851075053
3.128705455	-1.16800986	-1.597647733	5.336452814	-0.579322734
2.690763229	-0.154352968	-0.710646009	3.974802211	-0.363783379
3.082518777	2.878277473	-0.515421712	2.001707011	-0.11438708
3.993560385	1.691459467	-1.030174268	1.888099376	-1.089958017
4.236935848	0.207673497	-1.333811724	3.223078407	0.187180646
4.840059711	0.830498468	-0.122319778	3.52928598	1.315995304
5.567684306	-1.778454853	-0.212519058	3.459348102	0.134141116
4.191702361	-1.200195436	0.172806791	2.46840726	0.449774362
2.211438871	1.112506974	-0.559044201	2.94174604	0.807496053
1.700379613	1.774378148	-2.536713721	3.78055894	-0.007168937
2.650533225	1.388634385	-1.706137627	4.931286257	0.734948003
2.877359025	-0.008102666	-1.984067402	4.413324355	0.790747483
3.035272715	-2.049249204	-2.148609487	4.33620323	0.084048424
2.521810132	-1.385308141	-0.434214069	2.301452134	-1.469782978
3.723872874	-0.071080926	-0.058744975	3.697094287	-3.54400639
2.613779388	-0.744939914	-0.989747248	3.526459863	-1.626461972
2.904618188	-0.914706234	-0.897055285	2.848201226	-0.806916596
4.755619652	-0.678519887	-2.305553852	2.035181901	-1.022996945
4.977923977	-0.490745281	-4.37628816	1.332422257	-1.847050567
3.360845854	-0.378192777	-6.441778014	1.270321472	-0.415014376
2.794699282	-1.94529888	-5.921292607	0.868288199	0.010146848
2.465725	-1.540728045	-4.514732409	0.21178172	-3.163006566
0.734935832	-1.242848329	-4.618522677	1.910897845	-3.620470536
-0.154844986	-0.940382242	-3.484378276	1.16354342	-3.557449713
0.238663515	-0.830446376	-2.814387463	0.721276469	-1.966192992
-0.24015913	-0.655529058	-2.734727126	0.565301459	-0.635264445
-0.239864043	-0.70145584	-1.872682762	-0.778462909	-0.654649161
-0.192141005	-0.549990306	0.848820168	-2.298304333	-0.70080763
-1.814690168	1.511642642	1.884072247	-4.056495308	-1.075374637
-1.485066569	0.446119295	0.753092653	-3.762092874	-1.797875518
-1.963555221	0.549892673	-0.548955451	-4.183413618	-1.351374374
-0.380941813	2.679246997	-1.650019835	-3.605935229	-0.414088691
-2.056643074	-0.382608241	-2.283938639	-5.474203093	-0.314287422
-1.129817976	-2.304475486	-1.678806416	-5.148508242	0.669627282
-1.815265644	2.020209544	-2.258702516	-4.799890338	0.687362465
-1.731211883	0.146162818	-2.793508387	-4.501043428	0.213360946
-1.71627792	-1.646210761	-0.67080932	-3.82443585	2.60481581
-1.533023926	-1.055589024	1.13734375	-4.814722999	3.087998106
-2.786437484	-2.329609245	2.207683617	-4.513315141	4.27374767
-1.956840189	1.958531216	2.852326642	-2.680115488	5.136703703
-0.669560099	2.637209755	3.386547143	-2.39962426	2.665189949
-0.295634054	0.864284803	3.819667373	-1.684284268	1.827530271
-1.440372889	0.011528755	4.522202975	-1.958255812	1.705915044
-1.076732502	-1.472982755	3.81472995	-1.088048945	2.275813769
-0.744886037	-1.465079396	1.297665116	-0.919018206	1.10558694
-0.301986012	-0.671227758	1.656856236	-0.558508472	1.857143329
1.584926148	0.451134715	3.683348645	-0.54565726	1.508893346
3.142522201	0.440755251	3.396932215	-0.970268715	1.668242932
2.980364415	0.614414063	3.211649962	-0.599165079	2.857044905
0.477819827	0.337149265	1.947172478	-1.334689686	3.642090734
0.200932209	-0.053380803	1.058941706	-2.164012684	4.123758386
-0.942597511	-0.263025864	0.5582176	-2.369937283	3.199644559
-0.157335016	-0.240295564	0.334782184	-2.70343308	1.689658468
-0.361305858	-0.110865194	1.169958178	-3.658560568	2.232169978
0.824551695	-1.189767646	1.024404482	-5.083960787	2.427208898
0.954644923	-0.189026566	0.570539113	-4.150557639	2.629922391
0.183877634	0.568100129	-0.099640565	-4.343671766	3.569997739
0.383039276	0.851398673	-0.305953115	-5.03761743	3.763332926
2.100606683	-0.550808917	-0.274349039	-5.480889521	1.990904747
1.612058897	-1.293882248	-0.058767103	-3.906205148	1.391012483
3.056292095	-0.464877711	-0.05921306	-4.502665336	1.812909799
3.487256941	0.506665673	0.054909676	-2.385213344	2.298879721
3.527331367	1.059654067	0.016156811	-2.272587431	1.952612378
4.998100345	-0.315105963	0.537173009	-1.068786646	2.25105256
5.423981084	0.631528356	1.148645498	-2.490225748	-0.269604979
2.958738417	2.881400579	2.091452978	-2.226889148	-0.345380546
3.637422008	0.328952282	1.209125862	-3.648360718	1.79434568
1.751471305	-0.975921666	-0.324169393	-3.372896463	1.634788393
3.085615436	-1.809291444	-0.625961734	-4.042572975	3.132935908
4.169985907	-0.766235622	-0.389783553	-2.322261559	3.577049521
4.689722774	-2.488839324	-1.104215141	-3.884851476	3.954489393
5.793655525	-2.178118416	-2.658457958	-3.191325832	4.009613173
3.464588729	-1.208277397	-3.808424926	-4.383415507	2.986413999
1.987329156	0.680979309	-2.138881135	-3.93866797	3.5822815
1.004732593	0.913486415	0.425827772	-2.926199711	5.37040766
0.662901604	-2.101644268	0.644964773	-2.580725206	4.76461451
1.358376564	-0.492459794	-0.369977275	-1.122583423	3.233566365
0.77233168	2.365179866	-0.01619763	0.095803265	2.862419535
2.381021714	0.76212058	0.423341471	2.302626751	3.709806225
1.782567803	-1.252459616	1.366421382	1.600562025	3.64425658
0.840860198	0.642378892	2.959384344	1.523020201	2.757342863
1.350285733	-0.647364611	4.065318296	1.04765935	2.200459512
-1.383427846	-0.053957132	4.421544349	1.490725226	2.448692946
0.194739091	0.733491398	3.380616058	0.695342472	1.20411037
0.128446829	-2.356970468	2.643285212	1.666014646	2.168764114
0.715696456	-2.277730231	1.302441441	2.312297847	3.004452456
-0.280444572	1.769806298	-0.30785659	1.619690183	1.864703997
0.00851914	0.969869817	-0.522833969	0.430166042	2.259133069
-1.052714478	0.324311158	-0.467086137	-0.625806746	3.978720167
-0.470566427	1.798397368	-3.017630728	0.005353746	3.951994978
-0.684901882	1.205873502	-4.552561224	0.654440467	5.855109622
0.333340947	-1.192285413	-3.269586742	0.356200995	6.025876713
1.917017796	-2.490732557	-2.771164196	1.247213422	5.673107821
1.833169695	-2.416157019	-4.598494997	1.014883853	5.744446724
2.00037895	-0.373250356	-5.66103138	3.055139996	6.696191611
3.441413342	-0.566514823	-4.187316695	0.892812418	4.81748643
4.162492746	-3.408520102	-2.641957705	-0.292767665	3.276584988
4.865334792	-0.512489746	-2.100220732	-2.058920837	2.329731158
5.240927762	-0.57422386	-2.396456107	-1.985984772	3.612571496
6.947937165	-1.446307873	-1.974674046	-2.36588482	1.975780907
4.839737654	0.63411002	0.365883766	-1.712917637	-0.374942943
4.305071969	-0.581698355	1.519162012	-1.470166918	-0.677284486
6.432056399	-0.675303586	1.720237956	-2.425998569	0.067200525
6.139779476	1.636594079	2.883137287	-2.200336035	1.043961067
6.042662653	0.866577093	3.847982625	-1.689463833	-0.36842273
6.140206016	0.629331374	4.486068627	-1.205636467	-1.827365337
6.089192232	1.240623634	2.697178409	-2.092839241	-1.330725552
7.453188897	0.847848597	0.649728995	-2.356650436	-1.448737436
7.702089568	-1.388074155	-1.600923105	-2.456437812	-1.088607468
5.940156406	-0.294429854	-1.419674549	-2.279743221	-2.163547476
4.991574847	-0.617396873	-0.161716095	-1.861792782	-1.922945672
5.601035808	-2.092770821	-1.598916868	-0.800071934	-2.948479414
6.150102691	1.771998638	-2.696494877	-0.342460071	-2.597580646
6.042103676	2.139361692	-0.446192985	-0.127976658	-4.142089921
5.104937843	1.302533201	0.828144939	-0.888605816	-3.749729192
5.506467936	1.795060379	0.53393798	-2.821839685	-2.230378199
5.034836459	-0.150101068	1.547298137	-2.045286463	-1.710897912
4.71622634	-0.285735593	1.858176123	-0.998690153	-0.367798651
4.377128622	-0.582753204	1.736418353	0.107023717	-0.137297208
3.526096522	-0.677444017	1.086228222	1.503505256	0.357087351
3.536139042	-0.661026742	1.331055721	1.161037489	0.37173645
1.835032579	-0.636391296	1.178389812	1.246556166	-0.443725229
2.435033193	1.294766186	1.747961412	-0.015091405	-0.861531636
1.722123952	-0.794991615	2.894636577	-0.306028123	-0.67026787
1.469619183	0.741772533	2.419718629	-1.216254349	-2.722458105
1.099650489	1.263798493	2.535119614	-2.743160069	-3.37779361
0.808735011	-1.577686211	4.226280191	-2.380071234	-1.910160221
1.147133053	-0.289523813	5.517290866	-3.049592423	-2.672945585
1.694114629	-0.037570553	5.825194701	-2.950511164	-2.881808895
1.383530659	-0.972831494	5.761961718	-2.355748832	-0.937664253
2.61126253	-1.310731796	4.973236547	-3.117206971	-0.269630191
2.404817396	-0.310797311	4.278036749	-1.662566344	1.117283255
1.34440047	-1.579886518	5.202973394	-2.263876621	-1.517671224
1.618146732	0.439597958	4.788285059	-0.601222787	-0.932709467
0.60814532	2.615715337	4.274330919	0.026566986	-1.606278396
0.859643457	0.014986228	5.090681539	0.116769767	0.784964879
0.520301699	-0.377914518	4.16109661	0.927271997	-1.45833408
-0.257903829	0.559448547	3.386885706	1.914609354	-1.08655969
-1.506036686	-0.234164648	4.852176813	1.42521001	-3.244091511
-2.053572749	-1.398956898	3.377282779	-0.40835887	-2.930147267
-1.638572823	-1.397246925	1.884339766	-0.644489232	-3.913172216
-1.367676002	-0.80995928	1.29765008	-0.838275796	-2.97911257
0.018548159	0.568350545	0.97493277	-2.156290582	-3.355839362
-0.857672256	1.875282648	0.40836331	-3.183852946	-3.136021366
-1.070127733	-0.070464518	-0.498133588	-4.215534811	-1.728309861
-1.541575319	1.999279454	0.722979675	-4.475850326	-0.22648504
-3.071598239	2.490677567	1.875307898	-2.170076168	0.031548444
-2.328940047	0.188622931	2.721994321	-2.880593335	-1.310705506
-2.944850019	0.30162301	3.26578458	-4.112630987	-1.107833712
-2.363950136	-0.066880017	1.714701803	-6.741818595	-1.263028858
-2.898425628	0.400217176	2.278157278	-6.218937932	-0.274863816
-2.229926322	-0.237551359	4.75912496	-4.573092199	-0.3688291
-2.451258654	1.536007667	7.985931457	-5.193553415	-1.08995724
-3.001562824	1.54528335	8.76259791	-5.491838124	-0.655366011
-2.46739993	-0.576850243	6.6921653	-6.179378644	-1.954682671
-2.749396995	-1.753406023	3.3125747	-5.32326131	-2.823424872
-2.606615553	-3.351045562	1.865407321	-4.550973986	-4.736429173
-3.250978741	-2.115364201	1.592631218	-2.945608856	-3.469408547
-4.301273145	0.573522989	2.017883156	-3.673369579	-2.440721623
-2.480459959	2.323419169	3.23997081	-3.080088106	-3.59239412
-2.597362039	1.398644444	3.649151017	-2.419754697	-3.213046954
-3.108910718	-0.169674765	2.657979007	-0.63884761	-4.086458597
-1.278780865	0.155708609	2.528955944	-0.542002765	-4.115368034
-1.178330672	0.859293638	3.125513255	-0.000480566	-4.322839704
0.636735843	1.337137617	1.854956452	2.112223417	-4.163766381
0.107352361	1.845507924	0.913173886	3.411575939	-3.367933508
-1.11938105	3.01303949	0.309449656	3.593904108	-3.934085524
0.877245829	0.818878074	-0.957686291	2.842559947	-3.20918236
1.323073251	-0.405132498	-1.751815654	3.346755674	-1.416589499
3.25135055	2.04196023	-2.599483674	3.18723564	0.463205147
3.310498374	0.325724866	-1.657088662	4.139931619	0.810418726
3.13211652	-0.445898537	-1.076648938	3.38835162	2.117473416
2.614669334	-0.207174651	-2.496494521	3.895786739	2.838773313
2.957850013	-0.160440821	-3.184206321	5.333315842	2.634804751
2.180535868	0.914478894	-3.181301803	6.334593182	2.442660132
3.134686032	1.843034392	-3.651156857	6.384178064	1.210941271
2.303230969	-0.269263431	-3.863099332	6.459152101	1.764147634
1.278337643	-1.670452991	-4.538960325	5.257940033	0.932157408
2.384145349	0.58374046	-3.040950418	4.310003088	0.342400231
1.495616801	-1.054839219	-2.14107988	1.8800773	-1.256725144
1.37977752	-0.576835462	-0.06756738	1.762241836	-0.589814318
1.454028173	1.637757798	3.720043618	1.652853506	-0.541720444
2.233128203	0.134364763	5.453681805	3.44879372	0.229341747
1.177875484	-0.515922387	5.345354393	4.183115387	0.236990388
0.342136354	0.532629947	3.353641916	4.761201715	-0.547886915
1.002506197	0.1622279	0.652610361	3.337045916	-0.446760109
1.039449421	1.40669652	0.040495712	3.404274979	-1.290277788
0.878407466	1.587800716	1.012548162	4.626971247	-0.6590023
1.461073746	1.178619969	0.792228413	4.028297663	-1.271414075
-0.151566582	0.858907189	-0.728193069	2.427083595	-0.661769342
1.295713579	-0.017762184	-1.296790431	1.75047655	-0.600491324
1.060306522	1.116806673	-1.971438161	2.378919379	-0.002170191
1.457492137	-1.277608081	-3.837171039	3.618579246	1.424336778
-0.417711454	-1.001740933	-5.707316097	5.266023389	1.800897027
0.13145098	0.603706598	-5.459264635	5.148131618	0.039094538
-0.982742352	0.375770918	-4.124550566	4.368312734	0.041300261
-1.920789433	-0.448634534	-3.410785871	4.292068531	1.402391777
-1.461554015	-0.736735694	-1.253013434	2.050446555	2.230220233
-1.924325502	0.287768601	0.204636313	3.058440416	2.919603189
-2.125999935	-2.035369093	-2.157573148	3.094379351	2.266322164
-1.372276141	-0.838566078	-2.669947158	2.370699217	0.940967727
1.266243831	0.955953488	-0.843545189	2.47946162	1.130159196
-0.966253877	0.411481098	-1.28269287	1.103070595	-0.80068055
0.472827384	-0.941393293	-2.980962697	0.568232657	-1.087008551
0.381285048	-0.601170694	-2.785723381	-0.25205666	-0.79386585
1.211260099	-0.755872184	-4.996130786	-0.718463934	-0.177498305
0.606576861	-1.415690473	-5.715149757	-0.956836604	0.504897012
-0.347694468	0.571133416	-4.40592885	0.363087449	0.928950702
0.599460405	-1.273510885	-0.890239819	0.626229325	0.492611693
1.130176696	-2.52904763	0.465622447	0.523150305	-1.650605372
-0.096285889	-1.700960135	-0.273861285	-0.83025484	-0.488482544
0.57304051	-1.646439912	-0.118121069	0.510017513	-1.493682498
0.34829965	-0.734361593	-1.516785973	2.342754197	-1.709666076
0.326250181	-1.270720329	-5.055311067	2.62882353	-1.142817844
0.897998747	-1.201628019	-5.411867292	2.888132215	-3.120778671
-0.011471703	-0.084312129	-4.358073056	1.214599093	-1.851789319
-1.807414439	-0.208388497	-5.016098176	0.773177766	-1.985021139
-3.458290139	-0.098509654	-6.177419321	0.75996208	-1.616032726
-4.209454142	0.502455373	-6.152657772	2.081726395	-2.044417744
-3.907871628	0.465054623	-3.968264622	2.710606458	-3.133212948
-2.195507335	1.414417754	-1.765035556	2.552089272	-1.994499431
-1.805869513	0.090810182	-1.923285419	3.578757591	-0.58313006
-2.959485844	0.194433811	-1.393521659	4.165706517	1.756318518
-2.955703562	1.27533215	-0.402091755	3.876648464	0.787124799
-4.180966252	-0.609737661	-2.696185038	4.922499505	-0.882782927
-3.835214956	-1.570856667	-2.99082578	2.838853359	-0.260362942
-4.844016645	0.25499789	-2.696708175	3.581548856	-0.413344329
-4.043123875	0.554744217	-4.524107639	2.019795733	-1.258242945
-2.40005919	-0.125289315	-5.718333435	1.218308693	-2.42097967
-3.15104066	-0.446794913	-4.314126653	1.538592967	-1.995653438
-2.813455671	0.43028127	-3.801807122	0.311632328	-0.120313166
-1.683379418	-0.195048428	-4.788858961	2.281599123	1.466240162
-1.677375629	-0.722749347	-3.795767704	3.031661605	2.035296514
-0.023694933	1.477948522	-3.039762467	3.742019283	2.266654875
-0.454458249	1.381104808	-2.288031311	2.46835081	3.127599816
0.266780984	-1.150636831	-2.006264606	3.330656498	2.735351853
-0.425269346	-1.745370172	-1.905886854	3.645054546	1.697705674
-0.600761795	-1.506978798	-3.951373896	2.461696104	2.480457963
-0.964080093	-0.397651622	-6.040385206	2.168604279	2.370437811
-0.712120811	-1.920767697	-4.937488843	0.082194441	0.228854689
0.598763963	-4.812677639	-3.875758776	-2.352249079	0.09627789
-0.741345882	-1.351780129	-4.23877016	-2.563304965	0.187187497
-1.445305435	1.19973498	-4.305199208	-3.899795821	-0.190947374
0.299944356	0.448017978	-4.875028111	-3.589894363	1.039818407
-0.098215595	-0.604280599	-3.856054458	-4.75880275	1.248773785
-1.102719058	-1.811806748	0.08954336	-5.453187233	1.669193385
-3.172170553	0.047960281	1.688375431	-4.591789455	1.149624118
-1.210497447	0.625378499	1.184918365	-5.573501003	1.213757908
-1.052988334	0.297955863	1.312687824	-5.114057233	-0.930559081
-2.542480393	-0.38153455	1.86689865	-6.113767276	-0.365631234
-1.036969601	0.325885276	2.510061487	-4.106629239	-0.578044091
-2.081003769	2.421856678	3.907877437	-4.419742797	-0.202793015
-2.260653773	0.525315855	3.971495636	-2.194090803	-1.471353646
-0.522106712	-0.803646156	3.381963627	-2.412085418	-0.136825198
-1.380579718	-0.744226345	1.654062101	-1.175060793	-0.680163036
-1.01255343	-0.234770208	1.010770046	0.417252447	-0.283715437
-0.646546327	-1.03824282	2.207850525	0.301783029	-1.218581146
-2.515887512	-1.056249905	2.793368282	0.002158004	-0.555842952
-0.210633853	-0.862819102	3.436367697	-0.780825012	-1.462494834
-2.057559027	-1.758989978	3.222678835	-1.6978827	-0.875005384
-0.940501607	-0.255146878	2.570237431	-2.674269278	0.077233904
-0.513602507	-0.453920294	2.484684439	-1.742083735	-1.813593302
0.008912313	0.520791111	3.268591059	-2.455052096	-2.013023447
1.270959125	2.580222003	3.446843787	-2.804366819	-2.887301755
1.903064317	0.321683975	2.767429985	-2.063881834	-2.230558741
1.65894884	1.191727443	0.615968431	-1.633638847	-2.729589679
1.675580062	1.915775565	-2.493198237	-0.693009722	-4.442302001
2.067594015	0.552658095	-3.546175753	-0.570963946	-3.845536765
1.276797267	-0.264423649	-3.014949879	-0.240694891	-4.039811059
3.428109827	0.130060944	-2.94721393	1.642075517	-4.06978909
1.873531906	1.371322232	-2.558957889	0.806850969	-4.207639617
3.308480447	0.865679561	-3.564776963	0.438673183	-3.464242977
2.336016744	-1.003175031	-4.857784815	-0.654040779	-1.401200883
3.468978829	-0.783171623	-6.327574062	-1.483835912	-2.141145388
3.881533656	0.519990962	-6.660786636	-1.592377473	-1.70190753
3.090880616	0.702624998	-5.320376096	-1.57707576	-1.93520615
3.092898082	0.922165953	-3.858202195	-0.02433469	-1.019843064
3.030986315	0.236364509	-2.215231503	-0.331207546	-1.320417316
1.424262141	-0.752910928	-0.685049783	0.693201469	-3.262697856
2.829674274	-0.503026093	-0.411659592	1.005285625	-1.422092845
1.367253481	0.449990496	-0.175266053	0.59730628	0.373015801
0.835934465	2.11018309	-0.343471553	0.248602975	2.801556513
1.571141046	1.843491026	-2.444410992	-0.670817979	4.720527326
-0.474908368	1.127323006	-2.854018039	-1.71390362	5.539261571
